Label,Banglish
joy,"ami amar moto kore bolte cai, ami sobosomoy &#39;&#39;valobasa ke valobesechi&#39;&#39; ar ekhane &#39;&#39;valobasar karnei valobasa&#39;&#39; peyeche, &#39;&#39;valobasar&#39;&#39; karnei dayitbo mone koreche, ar unio jotdin bece thakbe ei &#39;&#39;valobasar&#39;&#39; karne take &#39;&#39;valobaste&#39;&#39; hobe, mone porbe barbar."
joy,ramuni apur sathe ki ektu jogajog kora jabe onek dorkar chilo ektu onek upokar hoto
joy,"jani na bhai  ki bolbo, tobe ekta jinis bujhlam je rag kore dure na theke kacher manushtar pashe theke agle rakhar nam valbasa. rag oviman take moner majhe na pushe rekhe eksathe pashe thaka ucit. valbasa bece thakuk sarajibon."
joy,"ami ekjon vartiy.ei meyetike ami mon theke ashirbad korchi or jeno valo hoy.ekta jinis bojha gelo,uni ekjon sohoj,sorol valo manush.ami Hindu hoyeo oke amar chot bon manlam ishbor tomar valo korun."
joy,"mjam jodi ovoy den, tahole ami apnake biye kore apnar sarajibner dayitbo nite cai, apnar taka poysar prti amar kon lov nei, apnake dekhe amar maya hoyeche tai bolchi, amar boyosh 25 asha kori apni amar kache khub valo thakben, caile jogajog korben,, keu fan korben na please"
joy,pura vidiota dekhlam bon tomake dhonjbad sotti onek koshto laglo cokher pani dore rakhte parlamna vidiota jara dekhbe tara hoto onek kichu sikhbe dhonjbad
joy,vidio ti shuru theke shesh porojonto dekhlam Allah taalar oshesh rohomot ekhno prithibite onek valo manush ache
joy,bhai  jan kopomon achen. amar kichu kotha apnar sathe seyar korte chai ki bhabe bolbo
joy,sbi apnar jonjo neyamot sbrup. ei manushtake apni chere biye koren ni joubon thakteo.eta allahor deya uphar
joy,assalamu alaikum ami mo :ismail .nobmuslim ami Hindu dhormer theke Islam dhormo grohon korechi .apnar shtudio hote amar jibon golpo bolte cai &#39;mo:kibriya vai.allah ke mohobbot kore amake ektu jibner golpo bola jonjo niben.01892051604
joy,"assalamu alaykum apu apnar moto  ami o amerika yaoya jonjo pagol, ki kore yaoya. ektu janaben 01815917868"
joy,rhima afroj apa apni ki abar bibah korben. apnar moto  amaro icca. jodi mon cay. 01727149769
joy,prothom diker golpta shune meyetake kharap vabchi kintuu shesher dikta shune valo laglo takar prti kon lov nei.tar iccheta jen puron hoy ei kamna kori.....
joy,apu amader ekhanei ekta etimkhana ache jodikichu chadkay jariya korte parten kobre suye neki peton ar amra madrasar chatro der niye duyar mojlis korchi ar apni valo thakbe
joy,apu taka charai onek valobesechil mune amirika lov thaka sottbeo. apu bul manush kore thake apni oneker caite hajaro gun valo
joy,bhai  .ami ek ta kotha bolte cai. amader elakhai ekti mosjid hocche apnar modhjme jodi apu sathe jogajog kore kichu korte can. dhonjbad.
joy,"apni janten tini osustho, shei somoy apnar tar sathe thaka ucit chil. tini apnake prtishthit korechen, tar takar nomini korechen, tini onek mohanuvob chilen. apni je take onuvob koren ejonjo apnake dhonjbad. apnar shesher kothata onek muljban."
joy,"amar sonar banglay je sukh ache ta amerika ken prithibir kothao nei taka diye sukh kena jayna sukher kache taka poysa muljhin madam apnar (amerika) apnake jototuku na sukh dibe, tar ceye beshi sukh dite pare Bangladesh apni jodi deshe mofosbler ekti chelekeo jibon songgi hisebe bece niten ajibon sukhe na thakleo koshte thaktenna dua kori Allah caile sukhe thakben sukhi hoben summa amin"
joy,bhai  kemon achen apnar sathe amar kichu kotha ache apnar mobile nambata amare ektu den
joy,kibriya bhai  e apu ta to dekhot shundor e jonjo tar babta ei rokom ebong se to onek taka peyece ta na hole nije dipos diyelen ken ekhon mayar konna kore lab ki asle bhai  kuti lok der bela eta kichu na taka i somadon hoye jay 01747626024
joy,apu apnar mobile nombor dile ami upkrit hob doya kore diben amar kotha apnake bolob
joy,"afroja ebong afrojake amerika niye jaoya sbamir poribar du’ta khubi volo mone holo. afrojar poribar val chil bolei afroja nijer sofoltar jonjo Allah r sathe somporko kore ekanto tahajjuder salat er madhjme nijer sofolota sondhan kore. sbamir poribar oke sorbda gif t dito , sobceye boro kotha eto boro ongker takar sondhan peye afrojar paowa takar prti kon lov dekhay ni, sompder prti kar lov nei. afrojar mosjid nirmaner ghoshnatai sob ceye mohot ja afrojar asol poricoyta fute uthe. Allah afrojake nek hayat dan koruk-amin"
joy,eka eka biye kora kokhnoi safollo ene deyna.e jonjo i atmiy sbojonder ekotro niye biye korte hoy. sobar doyai Allah talar kache oi bibah kobul hoy.
joy,ami ei aputar kotha gulo theke ekta jinis beshi valo laglo je onar hajbenot chil ekjon sotjikare valo manush Allah kache doya kori se jannat bashi
joy,jibon onek shundor chil shudhu oviman chil meyeti onek valo tar shami onek bishal mone manush jibon golpo kothti sotjo 009660571647832
joy,kibriya bhai  ashole ami etota shikkhito noy tobe bickhoonta ache. se je hojjo theke na sori sori. eta amar khub valo laglo
joy,"onek kannakati dekhechi, aj dekhlam 2koti takar kanna. jei mohila koronar voye sbamir kache janni se kottuku val allahtayalai jane.tobe vodrloker valbasa nikhad, khati o nirvejal.beheshot basi hok."
joy,manush matri bhul kore. bhul karider moddhe shreshtho tarai je nijeder bhul ke bujhte pare. jodi tar jonjo kichu korte can tahole ekti mosjid othoba othoba etimkhana toiri kore jete paren. amar ekti etimkhana ache parle sekhane sahajjo korte paren.
joy,vaiya apni je et shundor ekti bastob kahini amader samne tule dhorechen tar jonjo apnake osongokhjo dhonjbad
joy,bon tumi namaj pore bhai  tar jonjo doya korben ebong taka diye dan korun kon kichu ekta kaj kore diben please ekbakje bolto. apa khoda hafej
joy,apu apni onek valo moner manush chilen vaiya tao onek valo moner manush chilo. alhamdulillah Allah take jannat basi korun amin amar stri tao apur moto  valo meye apur motoi cehara ami singgapur the‌ke apur golpo shun lam
joy,apu apnake je taka diye geche apni tar jogjo bolei vaiya apnake diyechen.uni manush cinte bhul korenni.apnar kach theke taka dhar niyeche bolechen apu sheta apnake porikha koreche.apni sette pash korechen.uni kokhnoi takar somossha porar kotha na.apu uni tar bhai  bonder kach theke lagle nite parten.otobe shesh somoyta apnake pashe ceyechen.seta apni bojheni.na bujhe bhul korechen.namaj pore apni doya koren.apnar jibner goppo amader shuniyechon.se jonjo onek dhonjbad valo thakben.
joy,ei kothar moddhe onek kichu shikhar ache amader je valobasa kake bole. ami take rashtriy bhabe se lut diye onek onek doya kori assalamu alaikum sjar.
joy,apu tomar kotha gulo valo legeche. ami tomar moto jodi hote partam tahole mone hoy amar onek valo hoto.
joy,assalamuyalaikum apu kemon achen apni ekhon bortman valo achen ami ekta kotha apnar kache jante cai mosjid banay dichilen
joy,assalamualaikum rahmatullahe obarakatuhu jannat nosib dan koruk ar onar jonjo doya kori inshaallah inshallah ami doya kori jen Allah taala apnake pach oyakto namaj porar toufik dan kore
joy,onar golpo ti amake kadte badhjo korol.doya ril apnar jonjo. Allah apnar hajbendo ke jannat dan korun.ar apnake dhoirjjo dan korun. amin.
joy,"dhonjbad, golpti shune,tobe cheletike hajar chalam je se agei take khoma kore diyeche,tachara amader nobi (so:)blechen ekti lokke doinik 70 bar khoma kora jay.ar rahima afroj er vitro kichu bhul chil hoyto sheta se bujhte pareni jehetu se agei prothom jamair dara shikkha peyeche."
joy,tar namey ekta mosjid kore dite parle aslei tar porolkalin jibonta onek onek sukhi hobe inshaallah.
joy,"amio biye kore amerika jete cai, keo acen amake sohojgita korte parben. ami ekhon aci soudi arob."
joy,amar ekti dhorna. ami e golpo theke ba e govir theke onek kichu shikhlam.odhorun ekta bjapar.e emon shikkhanio golpo ar-o shunte cai
joy,tar taka diye tar shantir jonjo apnar je icche ekti mosjid banano. amar mone hocche apni tar jonjo eta korben. inshaallah
joy,kono kichu bolar nei aputa jonjo jibne onek shuvkamna ril. Allah jen vaiya ke jannatul ferdous dan kore amin
joy,taropre janai ouvaider fjamilike amar salam. je et kichur modhjo diye apnar songge valo bjobhar koreche. aslei tara onek proshongsar dabidar. asle kivabe bolob amar bolar vasha nei. tobe apnader kache amar ekti onurodh thakbe. je apnara shobai pach oyakto namaj kalam porben ebong vaiyar jonjo doya korben.
joy,kibriya bhai  prothome apnake janai salam je et shundor ekta jibner golpo amader majhe tule dhorechen. apnake onek onek dhonjbad.
joy,ni:osondehe vaiya ekjon valo manush chilen.ebong unar poribarer sodosjrao valo chil. doya kori Allah unake jannatonsib korun.
joy,"Allah ei karne korane hadiche bolche,olpe shontushto hoya,,esob manushke Allah khushi hon, karon Allah khushi holei amra shukhi thakte parbo."
joy,"apu,oni onek valo manush chilo, oni apnar jonjo onek korce,doya kori apni valo thaken poda koren,onar jonjo doya koren, onar taka gulo diye etim khana,ba gorib manush ke dile,oni sooyab pabe."
joy,gulshan -2 e diensisi kaca bajar marketer 2y tolay kaji ofiser kaji amader elakar boro vai. ami oi ofise bohubar giyechi kaji saheber sathe elakar kushol binimoy niye.
joy,"cheleta uddhar moner manush chilo, je meye sbamir kodor bujhena se kokhono valo thakte pare na. tobe ekta kotha bolar ache vaiya jodi se abar notun jibon gorte cay tobe,,,,, jogajog korte paren."
joy,osadharon ami dhoirjo sohkare golop ti shunechi. hat chuje geche. bontir jonjo prandhala valobasa rohil.
joy,"ei golpo theke amra eitai shikhte parlam je,briddho lokke biye korle muhurtei kotipti howa jay,,,"
joy,"sot‌j kothon kolpo kothar cai‌teo bismoy kor.oboyosko vodrleak sbami‌ti ek jon bishal hridoy ban manush chi‌len.‌ti‌ni tar kom boysi stri‌ke shudhu je valbas‌ten tai noy ,tar strir ek jon nisbartho hi‌toishi chi‌len. di‌vearser por o kean prokton shami tar che‌re deoya stri‌ke bishal somp‌tti d‌an k‌re ‌je‌te paren , oamar jana chil na. va‌lea thakben o sobai‌ke va‌leabas‌ben.shuv ra‌tri."
joy,"jibonta ekta ovinyer moton, tar jonjo doya kori Allah jen take beheshte nacib kore. apnar jonje doya kori balo thaken sobosomoy. apni ekjon jibon songgi bece niye bece thakun sarati jibon."
